Recipe Title,Recipe URL,Recipe Video,Most_Accurate_Cutlery,Most_Occurring_Cutlery,Last_Detected_Cutlery,All_Cutlery,Most_Accurate_Container,Most_Occurring_Container,Last_Detected_Container,All_Containers,Most_Accurate_Glass,Most_Occurring_Glass,Last_Detected_Glass,All_Glasses,Potential Foods,Other detections
Spaghetti Squash Nests,https://tasty.co/recipe/spaghetti-squash-nests,360.0,"[{'Cutlery': 'fork', 'Accuracy': 66}]","[{'Cutlery': 'fork', 'Occurrence': 13, 'Average Accuracy': 56.61538461538461}]","{'Cutlery': 'knife', 'Accuracy': 49}","{'fork': {'Top Accuracy': 66, 'Occurrence': 13}, 'knife': {'Top Accuracy': 49, 'Occurrence': 1}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 60, 'Occurrences': 23}}","{'whisk': [50, 56, 49, 48, 51, 53, 55, 57], 'skimmer': [50], 'turner': [48, 56, 53], 'silicone-spatula': [47], 'refrigerator': [51], 'sieve': [53, 54, 56, 56, 56, 55, 56, 55, 56, 56, 57], 'laptop': [48], 'cutting-board': [49, 67, 68, 78, 69], 'book': [47, 51, 51, 50, 51, 50, 51, 51, 51, 51, 50, 50, 49, 48, 48, 49, 50, 51, 50, 50, 55, 54, 55, 49, 51, 52, 50, 51, 48, 49, 52, 51], 'umbrella': [49, 50, 56, 52], 'kite': [56, 53, 48, 50]}"
Creamy Lemon Garlic Chicken,https://tasty.co/recipe/creamy-lemon-garlic-chicken,373.0,"[{'Cutlery': 'knife', 'Accuracy': 55}]","[{'Cutlery': 'fork', 'Occurrence': 2, 'Average Accuracy': 48.5}]","{'Cutlery': 'knife', 'Accuracy': 55}","{'fork': {'Top Accuracy': 49, 'Occurrence': 2}, 'knife': {'Top Accuracy': 55, 'Occurrence': 1}}","{'Container': 'plate', 'Accuracy': 72}","[{'Container': 'plate', 'Occurrence': 16, 'Average Accuracy': 57.375}]","{'Container': 'plate', 'Accuracy': 57}","{'plate': {'Top Accuracy': 72, 'Occurrence': 16}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 68, 'Occurrences': 40}}","{'pan': [94, 94, 93, 93, 93, 92, 92, 92, 90, 84, 90, 90, 91, 91, 90, 90, 91, 92, 92, 92, 67, 86, 90, 91, 91, 93, 92, 91, 90, 90, 91, 90, 91, 90, 91, 92, 92, 92, 82, 82, 82, 85, 87, 68, 61, 63], 'tongs': [51, 57, 63, 69, 62, 63, 66, 52, 51, 67, 67, 54, 53, 57, 50, 53, 51], 'dining table': [48, 47, 47], 'oven-glove': [49, 49, 49], 'clock': [54, 52, 52, 52, 50, 52, 50, 51, 52, 52, 51, 51, 53, 52, 51, 52, 53], 'microwave': [47], 'laptop': [51], 'bird': [59], 'dog': [51], 'motorcycle': [48], 'turner': [50], 'silicone-spatula': [51, 54, 51, 48, 48, 48], 'bench': [47, 47]}"
Shrimp Spinach Bacon Alfredo,https://tasty.co/recipe/shrimp-bacon-spinach-alfredo,364.0,"[{'Cutlery': 'spoon', 'Accuracy': 61}, {'Cutlery': 'person', 'Accuracy': 56}]","[{'Cutlery': 'person', 'Occurrence': 4, 'Average Accuracy': 52.25}]","{'Cutlery': 'person', 'Accuracy': 55}","{'person': {'Top Accuracy': 56, 'Occurrence': 4}, 'spoon': {'Top Accuracy': 61, 'Occurrence': 3}}","{'Container': 'bowl', 'Accuracy': 55}","[{'Container': 'bowl', 'Occurrence': 24, 'Average Accuracy': 50.208333333333336}]","{'Container': 'bowl', 'Accuracy': 51}","{'bowl': {'Top Accuracy': 55, 'Occurrence': 24}, 'plate': {'Top Accuracy': 54, 'Occurrence': 5}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 53, 'Occurrences': 7}, 'donut': {'Top Accuracy': 55, 'Occurrences': 6}}","{'pot': [70, 73, 73, 73, 70, 75, 76, 75, 47, 49, 47, 65, 67, 65, 71, 73, 72, 77, 76, 76, 76, 77, 74, 69, 73, 74, 73, 68, 58, 47], 'lepel': [54, 49], 'toothbrush': [48], 'pan': [51, 50, 59, 55, 52, 48, 51], 'turner': [47], 'lid': [48], 'sieve': [57, 48], 'whisk': [56, 59]}"
One-Pot Chicken Spinach Bacon Alfredo,https://tasty.co/recipe/one-pot-chicken-spinach-bacon-alfredo,368.0,"[{'Cutlery': 'fork', 'Accuracy': 86}, {'Cutlery': 'person', 'Accuracy': 86}]","[{'Cutlery': 'person', 'Occurrence': 19, 'Average Accuracy': 83.21052631578948}]","{'Cutlery': 'person', 'Accuracy': 84}","{'fork': {'Top Accuracy': 86, 'Occurrence': 9}, 'person': {'Top Accuracy': 86, 'Occurrence': 19}}","{'Container': 'plate', 'Accuracy': 60}","[{'Container': 'bowl', 'Occurrence': 31, 'Average Accuracy': 53.645161290322584}]","{'Container': 'plate', 'Accuracy': 58}","{'bowl': {'Top Accuracy': 58, 'Occurrence': 31}, 'plate': {'Top Accuracy': 60, 'Occurrence': 19}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'skimmer': [47, 48], 'turner': [61, 61, 65, 65, 58, 51, 57, 59, 51, 57, 54, 53, 55, 54, 55, 56, 50, 55, 52, 51, 53, 50, 51, 60, 58, 53, 56, 57, 58, 59], 'baking-form': [50, 50, 51, 51, 52, 52, 51, 51, 51, 49, 47], 'sieve': [50, 57], 'blender': [53], 'vase': [50, 49], 'bear': [60, 47, 67, 48], 'tongs': [59, 59, 60, 60, 60, 60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 56, 57, 59, 59, 58, 58, 58, 59, 59, 59, 58, 58, 58, 58, 57, 56, 57, 58, 58], 'tie': [58, 59, 56, 51, 55, 64, 64, 66, 66, 61, 61, 59, 59, 61, 62, 63, 59, 68, 57], 'mouse': [48], 'food-container': [50, 54, 58, 55, 54, 55, 58, 56, 57, 56, 53, 51, 48, 50]}"
Sausage and Apple Stuffed Acorn Squash,https://tasty.co/recipe/sausage-and-apple-stuffed-acorn-squash,365.0,"[{'Cutlery': 'person', 'Accuracy': 59}]","[{'Cutlery': 'person', 'Occurrence': 5, 'Average Accuracy': 52.2}]","{'Cutlery': 'person', 'Accuracy': 47}","{'person': {'Top Accuracy': 59, 'Occurrence': 5}}","{'Container': 'bowl', 'Accuracy': 70}","[{'Container': 'bowl', 'Occurrence': 20, 'Average Accuracy': 63.8}]","{'Container': 'bowl', 'Accuracy': 47}","{'bowl': {'Top Accuracy': 70, 'Occurrence': 20}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 75, 'Occurrences': 42}}","{'pan': [92, 88, 78, 83, 83, 85, 68, 68, 66, 72, 76, 76, 75, 75, 74, 74, 73, 74, 75, 73, 74, 49, 54], 'silicone-spatula': [50, 49, 57, 51], 'sieve': [47, 48, 49, 49, 49, 57, 57, 57, 56, 57, 54, 56, 50, 61, 64, 67, 66, 66, 66, 66, 66, 66, 66, 65, 65, 66, 66, 66, 65, 65], 'vase': [49, 49, 48], 'baking-sheet': [61, 72, 68, 67, 69, 70, 72, 74, 63, 63, 64, 66, 69, 66, 66, 65, 65, 63, 50, 60], 'suitcase': [48], 'car': [47], 'boat': [48, 49]}"
Chicken Parm-Stuffed Spaghetti Squash,https://tasty.co/recipe/chicken-parmesan-spaghetti-squash,371.0,"[{'Cutlery': 'person', 'Accuracy': 50}]","[{'Cutlery': 'person', 'Occurrence': 1, 'Average Accuracy': 50.0}]","{'Cutlery': 'person', 'Accuracy': 50}","{'person': {'Top Accuracy': 50, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 57}","[{'Container': 'bowl', 'Occurrence': 17, 'Average Accuracy': 52.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 57, 'Occurrence': 17}}","{'Glass': 'cup', 'Accuracy': 50}","[{'Glass': 'cup', 'Occurrence': 1, 'Average Accuracy': 50.0}]","{'Glass': 'cup', 'Accuracy': 50}","{'cup': {'Top Accuracy': 50, 'Occurrence': 1}}","{'donut': {'Top Accuracy': 60, 'Occurrences': 7}, 'cake': {'Top Accuracy': 61, 'Occurrences': 27}}","{'silicone-spatula': [47, 49], 'baking-rack': [51, 47, 49, 49, 48, 47], 'baking-sheet': [49, 47, 51, 49, 48, 48, 51, 68, 55, 53, 60, 69, 93, 93, 93, 93, 92, 91, 87, 81, 60, 60, 63, 63, 69, 66, 79, 80, 86, 86, 86, 90, 92, 92, 92, 93, 93, 93, 93, 93], 'boat': [50, 57, 48, 48, 52, 53, 67, 50, 56, 55, 54, 54, 52, 48, 59, 54, 62, 51, 57, 47, 51, 47, 49, 56], 'skimmer': [48], 'vase': [54, 49, 51, 51, 50, 52, 54, 56, 49, 48, 52, 58, 55, 53], 'dining table': [48, 51, 49, 50, 50, 47, 49, 47, 51, 48, 49], 'whisk': [54, 51, 49], 'sieve': [47, 50, 49]}"
Spaghetti Squash Shrimp Scampi,https://tasty.co/recipe/spaghetti-squash-shrimp-scampi,366.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 52}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 49.5}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 52, 'Occurrence': 4}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'skimmer': [48, 47, 54], 'turner': [49], 'silicone-spatula': [49, 61, 49], 'refrigerator': [55, 58]}"
Sweet Potato Breakfast Boats,https://tasty.co/recipe/sweet-potato-breakfast-boats,367.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 64}","[{'Container': 'bowl', 'Occurrence': 27, 'Average Accuracy': 57.148148148148145}]","{'Container': 'bowl', 'Accuracy': 64}","{'plate': {'Top Accuracy': 51, 'Occurrence': 22}, 'bowl': {'Top Accuracy': 64, 'Occurrence': 27}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 51, 'Occurrences': 2}}","{'baking-sheet': [85, 84, 86, 83, 82, 77], 'silicone-spatula': [47, 48, 59, 62, 59, 58, 57, 51, 58, 63, 59, 55, 57, 52, 55], 'cutting-board': [59, 60, 60, 60, 60, 60, 60, 60, 60, 61, 61, 61, 61, 61, 61, 61, 61, 61, 60, 60, 60, 59, 59, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 54, 55, 55, 53], 'laptop': [49], 'sink': [48], 'toothbrush': [49], 'mouse': [50]}"
Teriyaki Steak Roll-ups,https://tasty.co/recipe/teriyaki-steak-roll-ups,372.0,"[{'Cutlery': 'person', 'Accuracy': 88}]","[{'Cutlery': 'person', 'Occurrence': 21, 'Average Accuracy': 85.19047619047619}]","{'Cutlery': 'person', 'Accuracy': 84}","{'person': {'Top Accuracy': 88, 'Occurrence': 21}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'mixer': [62, 78, 76, 55], 'skimmer': [51, 47], 'remote': [48], 'toothbrush': [49, 48, 47, 47], 'tie': [50, 61, 60, 62, 55, 53, 55, 57, 55, 58, 58, 59, 55, 60, 57, 54, 59, 58, 57, 59, 58, 58], 'turner': [47], 'tongs': [59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 59, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 48, 49, 50, 49, 50, 47, 49, 50, 49, 49, 49, 49, 49, 48, 48, 48, 48], 'food-container': [53, 53, 54, 53, 54, 48, 49, 49, 53, 55, 53], 'mouse': [59]}"
Guinness Short Rib Chili,https://tasty.co/recipe/guinness-short-rib-chili,370.0,"[{'Cutlery': 'person', 'Accuracy': 65}]","[{'Cutlery': 'person', 'Occurrence': 5, 'Average Accuracy': 58.0}]","{'Cutlery': 'person', 'Accuracy': 54}","{'person': {'Top Accuracy': 65, 'Occurrence': 5}}","{'Container': 'bowl', 'Accuracy': 82}","[{'Container': 'bowl', 'Occurrence': 47, 'Average Accuracy': 62.212765957446805}]","{'Container': 'bowl', 'Accuracy': 53}","{'plate': {'Top Accuracy': 49, 'Occurrence': 7}, 'bowl': {'Top Accuracy': 82, 'Occurrence': 47}}","{'Glass': 'cup', 'Accuracy': 81}","[{'Glass': 'cup', 'Occurrence': 57, 'Average Accuracy': 67.14035087719299}]","{'Glass': 'cup', 'Accuracy': 54}","{'cup': {'Top Accuracy': 81, 'Occurrence': 57}, 'bottle': {'Top Accuracy': 63, 'Occurrence': 19}}","{'cake': {'Top Accuracy': 55, 'Occurrences': 1}}","{'tongs': [49], 'silicone-spatula': [55, 58], 'dining table': [47, 49], 'mixer': [55, 65, 56], 'blender': [59, 66, 65, 64, 64, 63, 63, 62, 61, 62, 61, 61, 61, 60, 61, 60, 59, 59, 59, 60, 55, 54, 50, 55, 59, 66, 67, 61, 65, 69, 70, 71, 69, 69, 72, 74, 75, 77, 73, 73, 76, 75, 74, 75, 70, 68], 'peeler': [48], 'refrigerator': [49, 48, 56, 52, 62, 61, 61, 55, 54, 54, 60, 69, 67, 64, 62, 58, 61, 55, 54, 50, 49]}"
Spiced Cranberry Mule,https://tasty.co/recipe/spiced-cranberry-mule,369.0,"[{'Cutlery': 'person', 'Accuracy': 77}]","[{'Cutlery': 'person', 'Occurrence': 18, 'Average Accuracy': 63.111111111111114}]","{'Cutlery': 'person', 'Accuracy': 63}","{'person': {'Top Accuracy': 77, 'Occurrence': 18}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 54.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 1}}","{'Glass': 'cup', 'Accuracy': 78}","[{'Glass': 'cup', 'Occurrence': 74, 'Average Accuracy': 62.12162162162162}]","{'Glass': 'wine glass', 'Accuracy': 52}","{'cup': {'Top Accuracy': 78, 'Occurrence': 74}, 'wine glass': {'Top Accuracy': 77, 'Occurrence': 14}}","{'cake': {'Top Accuracy': 48, 'Occurrences': 1}}","{'jar': [47, 47, 51, 51, 55, 51, 54, 56, 57, 52, 49, 49, 51, 52, 51, 47, 49, 54, 56, 56, 56, 55, 55, 55, 53, 54, 54, 54, 53, 53, 52, 52, 52, 51, 51, 51], 'frisbee': [53, 60, 67, 77, 76, 75, 75, 75, 75, 72, 74, 72, 74, 74, 75, 74, 73, 71, 71, 71, 69, 68, 57], 'parking meter': [49], 'laptop': [48], 'silicone-spatula': [48], 'food-container': [49, 52, 51, 49, 50, 51, 51, 51, 52, 51, 52, 52, 53, 54, 55, 56, 55, 56, 56, 55, 53, 54]}"
Trinidad Black Cake,https://tasty.co/recipe/trinidad-black-cake,380.0,"[{'Cutlery': 'fork', 'Accuracy': 81}]","[{'Cutlery': 'fork', 'Occurrence': 7, 'Average Accuracy': 71.71428571428571}]","{'Cutlery': 'fork', 'Accuracy': 59}","{'knife': {'Top Accuracy': 52, 'Occurrence': 6}, 'fork': {'Top Accuracy': 81, 'Occurrence': 7}}","{'Container': 'bowl', 'Accuracy': 78}","[{'Container': 'bowl', 'Occurrence': 33, 'Average Accuracy': 78.0}]","{'Container': 'bowl', 'Accuracy': 78}","{'bowl': {'Top Accuracy': 78, 'Occurrence': 33}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 68, 'Occurrences': 18}}","{'sieve': [58, 48, 53, 57], 'pinch-bowl': [63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63]}"
Cider Poached Pears,https://tasty.co/recipe/cider-poached-pears,381.0,"[{'Cutlery': 'person', 'Accuracy': 78}, {'Cutlery': 'fork', 'Accuracy': 72}]","[{'Cutlery': 'person', 'Occurrence': 35, 'Average Accuracy': 58.91428571428571}]","{'Cutlery': 'fork', 'Accuracy': 63}","{'person': {'Top Accuracy': 78, 'Occurrence': 35}, 'fork': {'Top Accuracy': 72, 'Occurrence': 21}, 'knife': {'Top Accuracy': 50, 'Occurrence': 1}}","{'Container': 'plate', 'Accuracy': 72}","[{'Container': 'plate', 'Occurrence': 113, 'Average Accuracy': 56.84070796460177}]","{'Container': 'plate', 'Accuracy': 61}","{'plate': {'Top Accuracy': 72, 'Occurrence': 113}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 59, 'Occurrences': 26}}","{'dining table': [50, 52, 51, 52, 48, 49, 47, 48, 48, 49, 48, 47, 49, 49, 49, 48, 48, 49, 50, 49, 49, 49], 'surfboard': [49, 58, 53, 52, 56, 62, 61, 48, 58], 'silicone-spatula': [47, 51, 54, 51], 'tongs': [49, 49, 48, 49, 49, 48, 49, 50, 50, 51, 48, 48, 49, 48, 48, 51, 47, 55], 'toothbrush': [50, 48]}"
Quick 30-Minute Chicken Pho,https://tasty.co/recipe/quick-30-minute-chicken-pho,378.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.95}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 51, 'Occurrence': 6}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 54}","[{'Container': 'bowl', 'Occurrence': 4, 'Average Accuracy': 54.0}]","{'Container': 'bowl', 'Accuracy': 54}","{'bowl': {'Top Accuracy': 54, 'Occurrence': 4}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'donut': {'Top Accuracy': 62, 'Occurrences': 4}}","{'tongs': [54, 52, 51, 56, 53, 52, 47, 54], 'silicone-spatula': [50, 52, 49], 'toilet': [49], 'turner': [51, 55, 54, 47], 'vase': [47, 56], 'laptop': [49], 'kite': [63, 50], 'measuring-cup': [53, 63, 51, 51, 47], 'tennis racket': [50, 47, 51, 57], 'cell phone': [54, 49], 'remote': [51, 48, 48, 48, 48, 48, 48]}"
Berry Smoothie Bowl,https://tasty.co/recipe/berry-smoothie-bowl,377.0,"[{'Cutlery': 'person', 'Accuracy': 59}]","[{'Cutlery': 'person', 'Occurrence': 9, 'Average Accuracy': 52.333333333333336}]","{'Cutlery': 'person', 'Accuracy': 52}","{'person': {'Top Accuracy': 59, 'Occurrence': 9}}","{'Container': 'plate', 'Accuracy': 76}","[{'Container': 'plate', 'Occurrence': 133, 'Average Accuracy': 65.77443609022556}]","{'Container': 'plate', 'Accuracy': 62}","{'bowl': {'Top Accuracy': 66, 'Occurrence': 65}, 'plate': {'Top Accuracy': 76, 'Occurrence': 133}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 66, 'Occurrences': 63}, 'banana': {'Top Accuracy': 51, 'Occurrences': 1}}","{'dining table': [55, 53, 51, 53, 55, 55, 55, 53], 'pinch-bowl': [78, 72, 79, 71, 79, 71, 79, 71, 79, 71, 79, 71, 79, 71], 'oven-glove': [51, 60], 'toothbrush': [48], 'turner': [48, 48], 'silicone-spatula': [49, 54, 48]}"
Fluffy Jiggly Japanese Cheesecake,https://tasty.co/recipe/fluffy-jiggly-japanese-cheesecake,382.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'bowl', 'Accuracy': 48}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 48, 'Occurrence': 1}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'cake': {'Top Accuracy': 74, 'Occurrences': 34}}","{'teddy bear': [53, 50, 48, 58, 49, 60, 51, 55, 52, 48, 48], 'sieve': [48, 52, 51, 53, 49, 48, 52, 49, 51, 57, 56, 52, 48, 62, 65, 66, 55, 54, 48], 'silicone-spatula': [49, 48], 'laptop': [55, 52]}"
Harissa Chicken With Leeks and Potatoes,https://tasty.co/recipe/harissa-chicken-with-leeks-and-potatoes,383.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.7}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 51, 'Occurrence': 6}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': None, 'Accuracy': -1}","[{'Container': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'bear': [47], 'kite': [59, 48], 'vase': [55, 48], 'measuring-cup': [53, 63, 52, 51], 'tennis racket': [50, 51, 58], 'tongs': [47, 54], 'cell phone': [54, 51, 47], 'remote': [49, 47, 47, 47]}"
Middle Eastern Pita Salad (Fattoush Salad),https://tasty.co/recipe/middle-eastern-pita-salad-fattoush-salad,384.0,"[{'Cutlery': 'fork', 'Accuracy': 62}]","[{'Cutlery': 'fork', 'Occurrence': 20, 'Average Accuracy': 52.95}]","{'Cutlery': 'fork', 'Accuracy': 56}","{'person': {'Top Accuracy': 52, 'Occurrence': 6}, 'fork': {'Top Accuracy': 62, 'Occurrence': 20}}","{'Container': 'bowl', 'Accuracy': 48}","[{'Container': 'bowl', 'Occurrence': 1, 'Average Accuracy': 48.0}]","{'Container': 'bowl', 'Accuracy': 48}","{'bowl': {'Top Accuracy': 48, 'Occurrence': 1}}","{'Glass': 'bottle', 'Accuracy': 49}","[{'Glass': 'bottle', 'Occurrence': 1, 'Average Accuracy': 49.0}]","{'Glass': 'bottle', 'Accuracy': 49}","{'bottle': {'Top Accuracy': 49, 'Occurrence': 1}}",{},"{'silicone-spatula': [48], 'turner': [50], 'toothbrush': [49], 'kite': [60, 53], 'vase': [57], 'measuring-cup': [54, 63, 52, 53, 47], 'tennis racket': [51, 50, 58], 'tongs': [54], 'cell phone': [56], 'remote': [48, 48]}"
One Pan Chicken And Veggies,https://tasty.co/recipe/one-pan-chicken-and-veggies-1,386.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'plate', 'Accuracy': 63}","[{'Container': 'bowl', 'Occurrence': 17, 'Average Accuracy': 50.76470588235294}]","{'Container': 'bowl', 'Accuracy': 49}","{'bowl': {'Top Accuracy': 58, 'Occurrence': 17}, 'plate': {'Top Accuracy': 63, 'Occurrence': 11}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'broccoli': {'Top Accuracy': 63, 'Occurrences': 53}}","{'turner': [53], 'silicone-spatula': [53], 'baking-sheet': [50], 'toilet': [73], 'sink': [61], 'dining table': [50, 52, 51, 52, 48, 50, 57, 55, 54, 52, 50, 50, 47, 49, 48, 50, 47], 'mouse': [47], 'bed': [48]}"
Sweet Potato Gnocchi,https://tasty.co/recipe/sweet-potato-gnocchi,385.0,"[{'Cutlery': None, 'Accuracy': -1}]","[{'Cutlery': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'Container': 'plate', 'Accuracy': 68}","[{'Container': 'bowl', 'Occurrence': 114, 'Average Accuracy': 52.60526315789474}]","{'Container': 'bowl', 'Accuracy': 50}","{'bowl': {'Top Accuracy': 65, 'Occurrence': 114}, 'plate': {'Top Accuracy': 68, 'Occurrence': 33}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},{},"{'toothbrush': [58], 'pinch-bowl': [49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49], 'vase': [51, 51, 51, 51, 51, 51]}"
Leftover Turkey Sandwich,https://tasty.co/recipe/leftover-turkey-sandwich,387.0,"[{'Cutlery': 'person', 'Accuracy': 61}]","[{'Cutlery': 'person', 'Occurrence': 20, 'Average Accuracy': 52.8}]","{'Cutlery': 'person', 'Accuracy': 49}","{'person': {'Top Accuracy': 61, 'Occurrence': 20}, 'knife': {'Top Accuracy': 48, 'Occurrence': 1}}","{'Container': 'bowl', 'Accuracy': 52}","[{'Container': 'bowl', 'Occurrence': 59, 'Average Accuracy': 52.0}]","{'Container': 'bowl', 'Accuracy': 52}","{'bowl': {'Top Accuracy': 52, 'Occurrence': 59}}","{'Glass': None, 'Accuracy': -1}","[{'Glass': None, 'Occurrence': -1, 'Average Accuracy': -1}]",{},{},"{'sandwich': {'Top Accuracy': 80, 'Occurrences': 43}}","{'dog': [49, 49, 53, 56, 47], 'cat': [51], 'tongs': [48, 50, 53, 51], 'pinch-bowl': [48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49, 49]}"
